optimal path:10
instance prb20800 iteration 30 path_length 32 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8]
instance prb20800 iteration 31 path_length 201 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8]
instance prb20800 iteration 32 path_length 57 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8]
instance prb20800 iteration 33 path_length 79 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8]
instance prb20800 iteration 34 path_length 11 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8]
instance prb20800 iteration 35 path_length 58 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8]
instance prb20800 iteration 36 path_length 38 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8]
instance prb20800 iteration 37 path_length 23 [7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 38 path_length 32 [7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 39 path_length 17 [7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 40 path_length 11 [7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 41 path_length 31 [7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 42 path_length 72 [7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 43 path_length 70 [7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 44 path_length 15 [7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 45 path_length 99 [7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 46 path_length 16 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 47 path_length 29 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 48 path_length 71 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 49 path_length 12 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 50 path_length 78 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 51 path_length 49 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 52 path_length 64 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 53 path_length 21 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 54 path_length 38 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 55 path_length 17 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 56 path_length 52 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 57 path_length 31 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 58 path_length 31 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 59 path_length 72 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 60 path_length 10 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 61 path_length 96 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 62 path_length 16 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 63 path_length 53 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 64 path_length 26 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 65 path_length 20 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 66 path_length 22 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 67 path_length 15 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 68 path_length 66 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 69 path_length 38 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 70 path_length 29 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 71 path_length 19 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 72 path_length 26 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 73 path_length 23 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 74 path_length 39 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 75 path_length 13 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 76 path_length 30 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 77 path_length 28 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 78 path_length 46 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 79 path_length 46 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 80 path_length 16 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 81 path_length 14 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 82 path_length 28 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 83 path_length 12 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 84 path_length 33 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 85 path_length 48 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 86 path_length 54 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 87 path_length 19 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 88 path_length 36 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 89 path_length 32 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 90 path_length 41 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
instance prb20800 iteration 91 path_length 72 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9]
instance prb20800 iteration 92 path_length 14 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9]
instance prb20800 iteration 93 path_length 35 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9]
instance prb20800 iteration 94 path_length 15 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9]
instance prb20800 iteration 95 path_length 17 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9]
instance prb20800 iteration 96 path_length 27 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9]
instance prb20800 iteration 97 path_length 13 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9]
instance prb20800 iteration 98 path_length 15 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9]
instance prb20800 iteration 99 path_length 26 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9]
instance prb20800 iteration 100 path_length 17 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9]
instance prb20800 iteration 101 path_length 23 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9]
instance prb20800 iteration 102 path_length 74 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9]
instance prb20800 iteration 103 path_length 22 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9]
instance prb20800 iteration 104 path_length 27 [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9]
instance prb20800 iteration 105 path_length 18 [8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 106 path_length 23 [8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 107 path_length 21 [8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 108 path_length 40 [8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 109 path_length 46 [8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 110 path_length 21 [8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 111 path_length 38 [8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 112 path_length 67 [8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 113 path_length 11 [8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 114 path_length 21 [8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 115 path_length 46 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 116 path_length 20 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 117 path_length 15 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 118 path_length 32 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 119 path_length 38 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 120 path_length 20 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 121 path_length 19 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 122 path_length 35 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 123 path_length 19 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 124 path_length 24 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 125 path_length 42 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 126 path_length 61 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 127 path_length 34 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 128 path_length 40 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 129 path_length 23 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 130 path_length 20 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 131 path_length 30 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 132 path_length 51 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 133 path_length 11 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 134 path_length 53 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 135 path_length 54 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 136 path_length 17 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 137 path_length 33 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 138 path_length 26 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 139 path_length 14 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 140 path_length 27 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 141 path_length 74 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 142 path_length 25 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 143 path_length 68 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 144 path_length 22 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 145 path_length 21 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 146 path_length 19 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 147 path_length 11 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 148 path_length 20 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 149 path_length 20 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 150 path_length 34 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 151 path_length 20 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 152 path_length 35 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 153 path_length 13 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 154 path_length 15 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 155 path_length 17 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 156 path_length 21 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 157 path_length 14 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 158 path_length 31 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 159 path_length 27 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 160 path_length 17 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 161 path_length 32 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 162 path_length 17 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 163 path_length 32 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 164 path_length 20 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 165 path_length 22 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 166 path_length 13 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 167 path_length 84 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 168 path_length 19 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 169 path_length 33 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 170 path_length 24 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 171 path_length 14 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 172 path_length 33 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 173 path_length 37 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 174 path_length 11 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 175 path_length 14 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 176 path_length 28 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 177 path_length 40 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 178 path_length 21 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 179 path_length 11 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 180 path_length 40 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 181 path_length 19 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 182 path_length 16 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 183 path_length 20 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 184 path_length 31 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 185 path_length 19 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 186 path_length 16 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 187 path_length 23 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 188 path_length 36 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 189 path_length 11 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 190 path_length 21 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 191 path_length 24 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 192 path_length 17 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 193 path_length 12 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 194 path_length 27 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 195 path_length 14 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 196 path_length 14 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 197 path_length 25 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 198 path_length 26 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
instance prb20800 iteration 199 path_length 59 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 200 path_length 16 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 201 path_length 32 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 202 path_length 17 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 203 path_length 13 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 204 path_length 24 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 205 path_length 24 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 206 path_length 26 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 207 path_length 10 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 208 path_length 15 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 209 path_length 35 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 210 path_length 25 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 211 path_length 17 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 212 path_length 22 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 213 path_length 19 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
instance prb20800 iteration 214 path_length 12 [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]
