instance optimal_length iteration path_length move_estimates
prb20800 10 150 44 [10,10,10,10,10,10,10,10,10,10,10,10,10,10,11]
prb20800 10 151 20 [10,10,10,10,10,10,10,10,10,10,10,10,10,10,11]
prb20800 10 152 42 [10,10,10,10,10,10,10,10,10,10,10,10,10,10,11]
prb20800 10 153 18 [10,10,10,10,10,10,10,10,10,10,10,10,10,10,11]
prb20800 10 154 39 [10,10,10,10,10,10,10,10,10,10,10,10,10,10,11]
prb20800 10 155 56 [10,10,10,10,10,10,10,10,10,10,10,10,10,10,11]
prb20800 10 156 55 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 157 40 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 158 35 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 159 34 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 160 23 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 161 52 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 162 89 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 163 30 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 164 24 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 165 51 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 166 41 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 167 22 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 168 40 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 169 27 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 170 79 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 171 69 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 172 31 [10,10,10,10,10,10,10,10,10,10,10,10,10,11,11]
prb20800 10 173 28 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 174 26 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 175 111 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 176 70 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 177 37 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 178 56 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 179 30 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 180 26 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 181 41 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 182 26 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 183 24 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 184 16 [10,10,10,10,10,10,10,10,10,10,10,10,11,11,11]
prb20800 10 185 17 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 186 16 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 187 35 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 188 58 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 189 22 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 190 109 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 191 17 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 192 31 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 193 77 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 194 50 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 195 60 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 196 40 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 197 21 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 198 51 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 199 45 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 200 36 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 201 34 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 202 47 [10,10,10,10,10,10,10,10,10,10,10,11,11,11,11]
prb20800 10 203 24 [10,10,10,10,10,10,10,10,10,10,11,11,11,11,11]
prb20800 10 204 37 [10,10,10,10,10,10,10,10,10,10,11,11,11,11,11]
prb20800 10 205 41 [10,10,10,10,10,10,10,10,10,11,11,11,11,11,11]
prb20800 10 206 39 [10,10,10,10,10,10,10,10,10,11,11,11,11,11,11]
prb20800 10 207 27 [10,10,10,10,10,10,10,10,11,11,11,11,11,11,11]
prb20800 10 208 67 [10,10,10,10,10,10,10,11,11,11,11,11,11,11,11]
prb20800 10 209 33 [10,10,10,10,10,10,10,11,11,11,11,11,11,11,11]
prb20800 10 210 40 [10,10,10,10,10,10,10,11,11,11,11,11,11,11,11]
prb20800 10 211 34 [10,10,10,10,10,10,10,11,11,11,11,11,11,11,11]
prb20800 10 212 38 [10,10,10,10,10,10,11,11,11,11,11,11,11,11,11]
prb20800 10 213 22 [10,10,10,10,10,11,11,11,11,11,11,11,11,11,11]
prb20800 10 214 26 [10,10,10,10,10,11,11,11,11,11,11,11,11,11,11]
prb20800 10 215 43 [10,10,10,10,10,11,11,11,11,11,11,11,11,11,11]
prb20800 10 216 24 [10,10,10,10,10,11,11,11,11,11,11,11,11,11,11]
prb20800 10 217 25 [10,10,10,10,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 218 44 [10,10,10,10,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 219 58 [10,10,10,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 220 21 [10,10,10,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 221 37 [10,10,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 222 70 [10,10,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 223 38 [10,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 224 28 [10,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 225 51 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 226 19 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 227 27 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 228 23 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 229 28 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 230 24 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 231 96 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 232 62 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 233 40 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 234 26 [10,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 235 33 [10,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 236 19 [10,10,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 237 43 [10,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 238 43 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 239 22 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 240 47 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 241 14 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 242 84 [10,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 243 34 [10,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 244 51 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 245 15 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 246 57 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 247 20 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 248 31 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 249 44 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 250 49 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 251 26 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 252 36 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 253 26 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 254 68 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 255 34 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 256 26 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 257 40 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
prb20800 10 258 34 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,12]
prb20800 10 259 25 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,12]
prb20800 10 260 61 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,12]
prb20800 10 261 43 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,12]
prb20800 10 262 40 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,12]
prb20800 10 263 16 [11,11,11,11,11,11,11,11,11,11,11,11,11,11,12]
prb20800 10 264 39 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 265 20 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 266 35 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 267 47 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 268 28 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 269 21 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 270 61 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 271 29 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 272 40 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 273 18 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 274 92 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 275 73 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 276 73 [11,11,11,11,11,11,11,11,11,11,11,11,11,12,12]
prb20800 10 277 27 [11,11,11,11,11,11,11,11,11,11,11,11,12,12,12]
prb20800 10 278 99 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 279 44 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 280 43 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 281 49 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 282 34 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 283 39 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 284 56 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 285 47 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 286 37 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 287 25 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 288 42 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 289 45 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 290 31 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 291 38 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 292 24 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 293 23 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 294 127 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 295 33 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 296 19 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 297 16 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 298 36 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 299 29 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 300 24 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 301 32 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 302 20 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 303 18 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 304 16 [11,11,11,11,11,11,11,11,11,11,11,12,12,12,12]
prb20800 10 305 65 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 306 23 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 307 46 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 308 38 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 309 62 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 310 39 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 311 23 [11,11,11,11,11,11,11,11,11,11,12,12,12,12,12]
prb20800 10 312 34 [11,11,11,11,11,11,11,11,12,12,12,12,12,12,12]
prb20800 10 313 19 [11,11,11,11,11,11,11,12,12,12,12,12,12,12,12]
prb20800 10 314 34 [11,11,11,11,11,11,12,12,12,12,12,12,12,12,12]
prb20800 10 315 114 [11,11,11,11,11,11,12,12,12,12,12,12,12,12,12]
prb20800 10 316 65 [11,11,11,11,11,11,12,12,12,12,12,12,12,12,12]
prb20800 10 317 18 [11,11,11,11,11,11,12,12,12,12,12,12,12,12,12]
prb20800 10 318 29 [11,11,11,11,11,11,12,12,12,12,12,12,12,12,12]
prb20800 10 319 23 [11,11,11,11,11,11,12,12,12,12,12,12,12,12,12]
prb20800 10 320 31 [11,11,11,11,11,11,12,12,12,12,12,12,12,12,12]
prb20800 10 321 65 [11,11,11,11,11,11,11,12,12,12,12,12,12,12,12]
prb20800 10 322 55 [11,11,11,11,11,11,11,12,12,12,12,12,12,12,12]
