Jam-10,19,1536,214,214,256
Jam-10,19,1473,205,205,255
Jam-10,19,1472,208,208,241
Jam-10,19,1442,202,202,250
Jam-10,19,1427,200,200,243
Jam-10,19,1482,207,207,259
Jam-10,19,1455,203,203,261
Jam-10,19,1427,200,200,240
Jam-10,19,1407,196,196,243
Jam-10,19,1448,204,204,239
Jam-10,19,1341,190,190,233
Jam-10,19,1474,206,206,259
Jam-10,19,1319,188,188,214
Jam-10,19,1341,190,190,228
Jam-10,19,1379,195,195,234
Jam-10,19,1343,190,190,230
Jam-10,19,1390,198,198,234
Jam-10,19,1429,201,201,246
Jam-10,19,1337,189,189,219
Jam-10,19,1316,188,188,216
Jam-10,19,1475,204,204,263
Jam-10,19,1425,200,200,255
Jam-10,19,1329,190,190,209
Jam-10,19,1377,194,194,238
Jam-10,19,1318,187,187,222
Jam-10,19,1433,203,203,242
Jam-10,19,1346,192,192,229
Jam-10,19,1325,189,189,221
Jam-10,19,1405,199,199,235
Jam-10,19,1473,205,205,261
Jam-10,19,1285,184,184,211
Jam-10,19,1465,206,206,243
Jam-10,19,1386,195,195,242
Jam-10,19,1277,183,183,211
Jam-10,19,1309,187,187,217
Jam-10,19,1524,212,212,266
Jam-10,19,1445,205,205,241
Jam-10,19,1443,205,205,243
Jam-10,19,1457,205,205,243
Jam-10,19,1381,194,194,240
Jam-10,19,1326,189,189,207
Jam-10,19,1313,189,189,217
Jam-10,19,1357,193,193,226
Jam-10,19,1541,214,214,262
Jam-10,19,1318,188,188,219
Jam-10,19,1485,208,208,251
Jam-10,19,1453,206,206,242
Jam-10,19,1403,197,197,246
Jam-10,19,1401,197,197,237
Jam-10,19,1440,204,204,235
Jam-10,19,1363,194,194,225
Jam-10,19,1402,199,199,238
Jam-10,19,1397,196,196,235
Jam-10,19,1435,202,202,235
Jam-10,19,1446,204,204,233
Jam-10,19,1293,186,186,206
Jam-10,19,1393,198,198,237
Jam-10,19,1416,198,198,248
Jam-10,19,1504,209,209,254
Jam-10,19,1328,190,190,217
Jam-10,19,1332,191,191,211
Jam-10,19,1275,184,184,206
Jam-10,19,1375,194,194,242
Jam-10,19,1419,199,199,244
Jam-10,19,1446,201,201,252
Jam-10,19,1433,200,200,252
Jam-10,19,1401,196,196,242
Jam-10,19,1352,193,193,225
Jam-10,19,1483,208,208,255
Jam-10,19,1456,203,203,251
Jam-10,19,1490,209,209,251
Jam-10,19,1402,198,198,235
Jam-10,19,1418,201,201,239
Jam-10,19,1318,188,188,214
Jam-10,19,1539,214,214,268
Jam-10,19,1360,193,193,237
Jam-10,19,1357,194,194,214
Jam-10,19,1516,211,211,252
Jam-10,19,1506,209,209,263
Jam-10,19,1382,196,196,222
Jam-10,19,1408,197,197,246
Jam-10,19,1442,202,202,249
Jam-10,19,1450,204,204,250
Jam-10,19,1370,195,195,218
Jam-10,19,1485,208,208,258
Jam-10,19,1409,200,200,243
Jam-10,19,1415,202,202,233
Jam-10,19,1379,195,195,232
Jam-10,19,1431,202,202,243
Jam-10,19,1322,191,191,211
Jam-10,19,1474,207,207,256
Jam-10,19,1473,206,206,248
Jam-10,19,1426,200,200,255
Jam-10,19,1399,198,198,237
Jam-10,19,1331,189,189,224
Jam-10,19,1478,208,208,253
Jam-10,19,1401,199,199,224
Jam-10,19,1335,190,190,226
Jam-10,19,1401,197,197,249
Jam-10,19,1360,192,192,229
