ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,initialized,0,,1516733971012
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,window_resize,0,"[1024, 768]",1516733971012
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,focus,13376,off,1516733984388
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,focus,53012,on,1516734037400
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,focus,1730,off,1516734039130
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,focus,4053,on,1516734043183
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,focus,133895,off,1516734177078
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,focus,540333,on,1516734717411
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,focus,203504,off,1516734920915
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,focus,15261303,on,1516750182218
ABL3H3O3BI8ZD:34T446B1C1MM71YHKO0DL2EF3BLC0W,window_resize,1424,"[1023, 768]",1516750183642
A3LRSX7ECYPSF4:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,initialized,0,,1516734196651
A3LRSX7ECYPSF4:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,window_resize,0,"[1024, 721]",1516734196651
A3LRSX7ECYPSF4:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,focus,643243,off,1516734839894
A3LRSX7ECYPSF4:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,focus,3594,on,1516734843488
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,initialized,0,,1516734550551
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,window_resize,0,"[1024, 768]",1516734550551
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,focus,112670,off,1516734663221
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,focus,6590,on,1516734669811
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,focus,4301,off,1516734674112
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,focus,2986,on,1516734677098
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,focus,1178482,off,1516735855580
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,focus,20866,on,1516735876446
A12723JDRPT207:3U84XHCDIDLGEIRSV37N835DT5LZ4W,initialized,0,,1516735824067
A12723JDRPT207:3U84XHCDIDLGEIRSV37N835DT5LZ4W,window_resize,1,"[1024, 713]",1516735824068
A12723JDRPT207:3U84XHCDIDLGEIRSV37N835DT5LZ4W,focus,31015,off,1516735855083
A12723JDRPT207:3U84XHCDIDLGEIRSV37N835DT5LZ4W,focus,32710,on,1516735887793
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,initialized,0,,1516737337591
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,window_resize,0,"[1024, 713]",1516737337591
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,window_resize,241005,"[1366, 677]",1516737578596
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,window_resize,2488,"[1517, 752]",1516737581084
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,window_resize,696,"[1707, 846]",1516737581780
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,focus,3660738,off,1516741242518
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,focus,2745,on,1516741245263
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,focus,9344,off,1516741254607
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,focus,4257,on,1516741258864
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,focus,8637,off,1516741267501
A3Q0XAGQ7TD7MP:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,focus,150,on,1516741267651
A2TQNX64349OZ9:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,initialized,0,,1516736568834
