puzzle,path,generated,expanded,close,open
Jam-18,26,2444,307,307,389
Jam-18,30,2214,277,277,357
Jam-18,30,2205,276,276,357
Jam-18,30,2423,303,303,394
Jam-18,27,2399,302,302,387
Jam-18,30,2347,294,294,381
Jam-18,30,2350,294,294,371
Jam-18,26,2336,291,291,391
Jam-18,26,2378,300,300,371
Jam-18,28,2227,279,279,359
Jam-18,26,2278,287,287,366
Jam-18,27,2314,289,289,385
Jam-18,30,2348,295,295,367
Jam-18,30,2313,289,289,367
Jam-18,28,2398,301,301,383
Jam-18,28,2384,300,300,382
Jam-18,30,2325,291,291,389
Jam-18,28,2370,297,297,377
Jam-18,27,2438,306,306,400
Jam-18,30,2361,298,298,372
Jam-18,28,2209,276,276,356
Jam-18,30,2268,285,285,373
Jam-18,30,2444,307,307,397
Jam-18,30,2322,293,293,369
Jam-18,30,2323,293,293,370
Jam-18,28,2255,283,283,368
Jam-18,26,2323,292,292,382
Jam-18,30,2365,297,297,371
Jam-18,28,2244,281,281,370
Jam-18,30,2271,285,285,370
Jam-18,28,2417,302,302,384
Jam-18,30,2273,283,283,374
Jam-18,30,2252,282,282,370
Jam-18,26,2375,298,298,381
Jam-18,28,2270,284,284,368
Jam-18,28,2364,297,297,365
Jam-18,27,2313,289,289,374
Jam-18,28,2338,292,292,371
Jam-18,27,2357,297,297,388
Jam-18,28,2307,289,289,376
Jam-18,27,2358,297,297,373
Jam-18,30,2382,300,300,371
Jam-18,28,2338,294,294,364
Jam-18,30,2255,283,283,371
Jam-18,28,2270,285,285,355
Jam-18,28,2402,300,300,382
Jam-18,30,2239,282,282,357
Jam-18,26,2393,301,301,376
Jam-18,30,2255,281,281,371
Jam-18,30,2357,296,296,383
Jam-18,28,2339,294,294,369
Jam-18,26,2395,300,300,387
Jam-18,28,2268,285,285,368
Jam-18,30,2334,292,292,379
Jam-18,30,2291,288,288,377
Jam-18,30,2305,290,290,364
Jam-18,30,2311,289,289,367
Jam-18,30,2443,306,306,394
Jam-18,26,2281,285,285,380
Jam-18,30,2307,290,290,362
Jam-18,30,2264,285,285,362
Jam-18,28,2348,295,295,381
Jam-18,30,2359,297,297,368
Jam-18,30,2390,300,300,381
Jam-18,30,2391,300,300,383
Jam-18,26,2302,288,288,377
Jam-18,30,2241,282,282,366
Jam-18,28,2387,300,300,371
Jam-18,28,2295,286,286,377
Jam-18,30,2278,287,287,375
Jam-18,26,2358,295,295,386
Jam-18,28,2245,280,280,369
Jam-18,28,2450,309,309,391
Jam-18,30,2345,295,295,368
Jam-18,28,2349,294,294,388
Jam-18,28,2423,304,304,392
Jam-18,30,2334,293,293,383
Jam-19,23,3245,432,432,60
Jam-19,23,3213,429,429,51
Jam-19,23,3226,427,427,81
Jam-19,23,3174,422,422,56
Jam-19,23,3153,417,417,72
Jam-19,23,3220,427,427,76
Jam-19,23,3226,426,426,80
Jam-19,23,3169,422,422,56
Jam-19,23,3215,430,430,46
Jam-19,23,3157,418,418,55
Jam-19,23,3271,436,436,62
Jam-19,23,3254,433,433,59
Jam-19,23,3330,442,442,84
Jam-19,23,3253,431,431,83
Jam-19,23,3269,435,435,65
Jam-19,23,3192,424,424,61
Jam-19,23,3170,420,420,66
Jam-19,23,3232,431,431,51
Jam-19,23,3243,432,432,66
Jam-19,23,3198,423,423,71
Jam-19,23,3219,429,429,58
Jam-19,23,3217,430,430,53
Jam-19,23,3185,423,423,59
Jam-19,23,3232,431,431,52
Jam-19,23,3204,427,427,59
Jam-19,23,3244,432,432,58
Jam-19,23,3191,424,424,56
Jam-19,23,3139,416,416,55
Jam-19,23,3151,418,418,59
Jam-19,23,3200,423,423,71
Jam-19,23,3162,421,421,54
Jam-19,23,3113,412,412,51
Jam-19,23,3215,424,424,80
Jam-19,23,3243,433,433,58
Jam-19,23,3246,430,430,81
Jam-19,23,3208,426,426,52
Jam-19,23,3207,422,422,90
Jam-19,23,3268,434,434,75
Jam-19,23,3215,423,423,88
Jam-19,23,3162,418,418,73
Jam-19,23,3230,431,431,55
Jam-19,23,3184,423,423,61
Jam-19,23,3154,417,417,66
Jam-19,23,3221,424,424,87
Jam-19,23,3175,420,420,69
Jam-19,23,3277,439,439,53
Jam-19,23,3164,419,419,63
Jam-19,23,3203,426,426,61
Jam-19,23,3262,435,435,61
Jam-19,23,3267,436,436,52
Jam-19,23,3212,428,428,55
Jam-19,23,3229,429,429,65
Jam-19,23,3241,432,432,69
Jam-19,23,3249,433,433,58
Jam-19,23,3169,421,421,62
Jam-19,23,3184,422,422,66
Jam-19,23,3149,417,417,62
Jam-19,23,3196,424,424,63
Jam-19,23,3213,427,427,65
Jam-19,23,3277,438,438,60
Jam-19,23,3219,430,430,45
Jam-19,23,3293,437,437,70
Jam-19,23,3194,424,424,67
Jam-19,23,3138,415,415,62
Jam-19,23,3153,419,419,51
Jam-19,23,3269,436,436,59
Jam-19,23,3220,428,428,62
Jam-19,23,3223,429,429,62
Jam-19,23,3169,420,420,67
Jam-19,23,3132,415,415,54
Jam-19,23,3185,425,425,46
Jam-19,23,3186,422,422,66
Jam-19,23,3227,430,430,53
Jam-19,23,3192,421,421,78
Jam-19,23,3261,436,436,50
Jam-19,23,3139,415,415,57
Jam-19,23,3223,429,429,60
Jam-19,23,3174,423,423,47
Jam-19,23,3215,429,429,54
Jam-19,23,3144,417,417,53
Jam-19,23,3145,417,417,64
Jam-19,23,3254,433,433,68
Jam-19,23,3178,422,422,64
Jam-19,23,3174,420,420,69
Jam-19,23,3187,424,424,61
Jam-19,23,3239,427,427,79
Jam-19,23,3200,425,425,66
Jam-19,23,3259,429,429,92
Jam-19,23,3214,429,429,60
Jam-19,23,3269,432,432,88
Jam-19,23,3276,434,434,78
Jam-19,23,3229,427,427,72
Jam-19,23,3261,437,437,43
Jam-19,23,3220,427,427,61
Jam-19,23,3177,423,423,47
Jam-19,23,3159,420,420,59
Jam-19,23,3176,423,423,52
Jam-19,23,3169,421,421,58
Jam-19,23,3203,426,426,65
Jam-19,23,3190,425,425,54
Jam-20,10,285,32,32,130
Jam-20,11,217,26,26,110
Jam-20,13,307,39,39,132
Jam-20,10,135,16,16,74
Jam-20,11,223,26,26,116
Jam-20,11,198,25,25,92
Jam-20,12,327,39,39,144
Jam-20,13,390,47,47,167
Jam-20,13,294,37,37,140
Jam-20,12,265,33,33,120
Jam-20,11,221,28,28,100
Jam-20,12,358,43,43,160
Jam-20,11,215,27,27,98
Jam-20,13,317,42,42,126
Jam-20,11,213,24,24,109
Jam-20,11,181,24,24,81
Jam-20,12,252,31,31,120
Jam-20,11,218,26,26,110
Jam-20,11,251,30,30,126
Jam-20,12,284,35,35,133
Jam-20,12,244,29,29,118
Jam-20,13,243,31,31,114
Jam-20,12,192,25,25,98
Jam-20,10,160,20,20,81
Jam-20,11,255,31,31,119
Jam-20,11,232,29,29,108
Jam-20,12,323,40,40,142
Jam-20,11,333,39,39,144
Jam-20,10,186,22,22,99
Jam-20,12,239,29,29,115
Jam-20,12,249,31,31,121
Jam-20,13,231,30,30,106
Jam-20,12,399,50,50,151
Jam-20,13,301,37,37,135
Jam-20,11,181,22,22,97
Jam-20,11,173,22,22,85
Jam-20,12,351,42,42,157
Jam-20,12,300,36,36,140
Jam-20,12,353,41,41,157
Jam-20,11,214,27,27,105
Jam-20,13,413,50,50,173
Jam-20,13,296,38,38,137
Jam-20,11,176,23,23,90
Jam-20,12,296,37,37,139
Jam-20,11,246,29,29,121
Jam-20,12,196,25,25,101
Jam-20,11,301,35,35,138
Jam-20,13,271,36,36,112
Jam-20,11,242,28,28,123
Jam-20,11,241,29,29,117
Jam-20,11,273,32,32,128
Jam-20,11,227,27,27,110
Jam-20,11,207,26,26,96
Jam-20,11,179,24,24,85
Jam-20,12,303,38,38,129
Jam-20,12,274,33,33,131
Jam-20,11,287,34,34,128
Jam-20,13,276,34,34,125
Jam-20,10,134,17,17,68
Jam-20,10,217,24,24,108
Jam-20,12,382,47,47,158
Jam-20,10,149,18,18,77
Jam-20,11,197,25,25,92
Jam-20,11,220,27,27,103
Jam-20,12,257,31,31,123
Jam-20,13,344,44,44,140
Jam-20,11,190,22,22,103
Jam-20,11,234,27,27,112
Jam-20,12,246,30,30,124
Jam-20,13,422,50,50,182
Jam-20,13,301,39,39,132
Jam-20,13,336,42,42,146
Jam-20,12,181,23,23,91
Jam-20,11,181,22,22,95
Jam-20,10,188,21,21,101
Jam-20,11,246,29,29,121
Jam-20,13,284,36,36,132
Jam-20,12,282,35,35,127
Jam-20,12,234,29,29,110
Jam-20,11,286,34,34,129
Jam-20,11,248,29,29,124
Jam-20,13,305,39,39,130
Jam-20,11,221,27,27,106
Jam-20,10,249,28,28,119
Jam-20,11,193,22,22,105
Jam-20,12,233,30,30,106
Jam-20,13,311,39,39,144
Jam-20,12,276,35,35,120
Jam-20,11,226,28,28,114
Jam-20,11,191,24,24,95
Jam-20,12,326,37,37,145
Jam-20,11,153,18,18,89
Jam-20,12,386,49,49,146
Jam-20,13,291,36,36,130
Jam-20,13,232,30,30,106
Jam-20,12,347,40,40,155
Jam-20,12,365,43,43,161
Jam-20,12,286,35,35,125
Jam-20,11,186,24,24,84
Jam-20,13,288,36,36,132
Jam-2,10,234,27,27,115
Jam-2,10,223,26,26,108
Jam-2,10,239,28,28,113
Jam-2,10,244,28,28,119
Jam-2,10,270,31,31,128
Jam-2,10,245,28,28,120
Jam-2,10,229,27,27,109
Jam-2,10,207,24,24,102
Jam-2,10,261,29,29,130
Jam-2,10,274,31,31,133
Jam-2,10,259,29,29,128
Jam-2,10,265,30,30,127
Jam-2,10,222,26,26,107
Jam-2,10,255,30,30,117
Jam-2,10,252,29,29,121
Jam-2,10,218,25,25,108
Jam-2,10,205,24,24,100
Jam-2,10,265,30,30,127
Jam-2,10,276,31,31,133
Jam-2,10,242,27,27,123
Jam-2,10,216,25,25,106
Jam-2,10,274,31,31,132
Jam-2,10,282,32,32,134
Jam-2,10,259,29,29,129
Jam-2,10,274,31,31,131
Jam-2,10,248,28,28,123
Jam-2,10,269,31,31,128
Jam-2,10,262,30,30,129
Jam-2,10,242,28,28,117
Jam-2,10,257,29,29,126
Jam-2,10,280,32,32,133
Jam-2,10,247,28,28,120
Jam-2,10,249,28,28,126
Jam-2,10,238,28,28,111
Jam-2,10,225,25,25,117
Jam-2,10,220,26,26,106
Jam-2,10,225,26,26,110
Jam-2,10,217,25,25,107
Jam-2,10,265,30,30,130
Jam-2,10,258,30,30,121
Jam-2,10,243,28,28,116
Jam-2,10,260,30,30,124
Jam-2,10,217,25,25,108
Jam-2,10,240,27,27,123
Jam-2,10,239,28,28,113
Jam-2,10,259,30,30,123
Jam-2,10,244,28,28,119
Jam-2,10,243,27,27,122
Jam-2,10,249,28,28,125
Jam-2,10,286,33,33,132
Jam-2,10,267,30,30,130
Jam-2,10,218,25,25,108
Jam-2,10,218,25,25,109
Jam-2,10,247,29,29,117
Jam-2,10,226,26,26,110
Jam-2,10,276,31,31,132
Jam-2,10,261,30,30,124
Jam-2,10,235,27,27,115
Jam-2,10,246,28,28,122
Jam-2,10,273,31,31,131
Jam-2,10,238,28,28,113
Jam-2,10,268,31,31,125
Jam-2,10,230,27,27,110
Jam-2,10,257,29,29,126
Jam-2,10,276,31,31,134
Jam-2,10,280,32,32,134
Jam-2,10,257,30,30,122
Jam-2,10,246,29,29,116
Jam-2,10,258,29,29,126
Jam-2,10,242,28,28,117
Jam-2,10,259,30,30,124
Jam-2,10,251,28,28,127
Jam-2,10,258,29,29,127
Jam-2,10,264,30,30,129
Jam-2,10,244,27,27,124
Jam-2,10,238,27,27,118
Jam-2,10,236,27,27,115
Jam-2,10,222,26,26,108
Jam-2,10,241,28,28,115
Jam-2,10,264,30,30,128
Jam-2,10,242,28,28,118
Jam-2,10,275,31,31,134
Jam-2,10,275,31,31,134
Jam-2,10,230,27,27,110
Jam-2,10,239,28,28,115
Jam-2,10,230,26,26,114
Jam-2,10,248,29,29,116
Jam-2,10,271,31,31,131
Jam-2,10,298,34,34,138
Jam-2,10,215,25,25,105
Jam-2,10,267,31,31,125
Jam-2,10,264,30,30,130
Jam-2,10,248,29,29,118
Jam-2,10,265,30,30,131
Jam-2,10,280,32,32,134
Jam-2,10,271,31,31,128
Jam-2,10,265,30,30,130
Jam-2,10,252,29,29,120
Jam-2,10,248,29,29,117
Jam-2,10,231,26,26,116
Jam-21,22,915,145,145,71
Jam-21,22,893,140,140,77
Jam-21,23,910,143,143,74
Jam-21,22,913,144,144,73
Jam-21,23,889,140,140,78
Jam-21,23,911,143,143,75
Jam-21,23,896,141,141,77
Jam-21,22,902,142,142,78
Jam-21,22,855,134,134,71
Jam-21,22,886,141,141,74
Jam-21,22,899,141,141,75
Jam-21,23,931,147,147,72
Jam-21,23,916,144,144,77
Jam-21,22,890,140,140,69
Jam-21,23,891,141,141,67
Jam-21,23,912,143,143,76
Jam-21,23,895,142,142,76
Jam-21,23,883,140,140,75
Jam-21,22,937,147,147,73
Jam-21,23,874,137,137,79
Jam-21,23,905,143,143,73
Jam-21,22,868,136,136,78
Jam-21,22,905,143,143,77
Jam-21,23,891,140,140,70
Jam-21,23,932,147,147,73
Jam-21,22,886,139,139,77
Jam-21,23,923,145,145,75
Jam-21,22,885,139,139,79
Jam-21,23,870,137,137,74
Jam-21,23,937,147,147,73
Jam-21,22,935,148,148,72
Jam-21,22,893,141,141,77
Jam-21,22,915,144,144,71
Jam-21,23,935,147,147,71
Jam-21,23,922,144,144,73
Jam-21,23,935,148,148,72
Jam-21,22,891,139,139,78
Jam-21,23,901,143,143,75
Jam-21,22,889,140,140,76
Jam-21,22,875,138,138,76
Jam-21,22,923,145,145,72
Jam-21,23,873,138,138,73
Jam-21,23,882,138,138,69
Jam-21,22,930,147,147,73
Jam-21,23,875,138,138,74
Jam-21,22,898,142,142,76
Jam-21,23,919,145,145,75
Jam-21,23,895,140,140,77
Jam-21,22,874,137,137,79
Jam-21,23,893,141,141,70
Jam-21,23,859,135,135,71
Jam-21,22,917,144,144,73
Jam-21,22,904,143,143,72
Jam-21,23,876,138,138,74
Jam-21,22,919,144,144,72
Jam-21,22,880,138,138,77
Jam-21,23,930,147,147,71
Jam-21,23,899,142,142,69
Jam-21,22,917,144,144,73
Jam-21,22,905,143,143,72
Jam-21,23,929,146,146,74
Jam-21,22,937,147,147,73
Jam-21,23,886,139,139,69
Jam-21,23,893,140,140,73
Jam-21,23,901,141,141,76
Jam-21,22,937,147,147,73
Jam-21,22,897,142,142,69
Jam-21,22,908,143,143,74
Jam-21,22,910,144,144,73
Jam-21,22,887,140,140,79
Jam-21,22,897,140,140,77
Jam-21,23,925,145,145,74
Jam-21,23,893,140,140,77
Jam-21,22,894,141,141,68
Jam-21,22,875,138,138,75
Jam-21,23,911,144,144,73
Jam-21,23,900,142,142,73
Jam-21,23,926,146,146,74
Jam-21,23,895,141,141,79
Jam-21,22,866,136,136,74
Jam-21,22,916,144,144,76
Jam-21,23,898,141,141,77
Jam-21,22,941,148,148,75
Jam-21,22,912,143,143,76
Jam-21,22,928,145,145,72
Jam-21,23,930,146,146,74
Jam-21,22,899,142,142,70
Jam-21,23,889,141,141,75
Jam-21,23,891,141,141,76
Jam-21,22,899,141,141,72
Jam-21,22,879,138,138,67
Jam-21,22,897,142,142,68
Jam-21,22,916,144,144,71
Jam-21,22,917,144,144,71
Jam-21,22,918,145,145,74
Jam-21,23,918,145,145,73
Jam-21,22,901,142,142,74
Jam-21,22,907,142,142,75
Jam-21,23,907,142,142,74
Jam-21,22,877,138,138,77
Jam-3,15,2078,231,231,161
Jam-3,15,2062,230,230,152
Jam-3,15,1986,222,222,147
Jam-3,15,2078,231,231,161
Jam-3,15,2046,228,228,159
Jam-3,15,2001,223,223,170
Jam-3,15,1987,222,222,157
Jam-3,15,2106,234,234,170
Jam-3,15,2094,233,233,165
Jam-3,15,1997,223,223,151
Jam-3,15,1976,221,221,153
Jam-3,15,1920,215,215,143
Jam-3,15,1960,219,219,150
Jam-3,15,1959,219,219,145
Jam-3,15,2032,227,227,137
Jam-3,15,2022,225,225,167
Jam-3,15,1998,223,223,174
Jam-3,15,2078,231,231,161
Jam-3,15,2022,225,225,166
Jam-3,15,1994,222,222,176
Jam-3,15,1994,223,223,157
Jam-3,15,2076,231,231,157
Jam-3,15,1994,222,222,176
Jam-3,15,1986,221,221,174
Jam-3,15,2051,228,228,166
Jam-3,15,1982,221,221,171
Jam-3,15,2054,229,229,150
Jam-3,15,2056,230,230,143
Jam-3,15,2004,223,223,176
Jam-3,15,1980,221,221,167
Jam-3,15,2040,228,228,139
Jam-3,15,1934,216,216,154
Jam-3,15,2004,223,223,168
Jam-3,15,1992,222,222,171
Jam-3,15,1930,216,216,147
Jam-3,15,2032,227,227,137
Jam-3,15,1993,223,223,144
Jam-3,15,1946,218,218,147
Jam-3,15,1930,216,216,147
Jam-3,15,2084,232,232,159
Jam-3,15,2032,227,227,137
Jam-3,15,2044,228,228,146
Jam-3,15,2078,231,231,161
Jam-3,15,2088,232,232,162
Jam-3,15,2052,229,229,148
Jam-3,15,2078,231,231,161
Jam-3,15,2002,223,223,178
Jam-3,15,2042,228,228,141
Jam-3,15,1938,217,217,149
Jam-3,15,2044,228,228,146
Jam-3,15,1928,216,216,145
Jam-3,15,1994,222,222,176
Jam-3,15,2080,232,232,157
Jam-3,15,1920,215,215,143
Jam-3,15,1992,222,222,172
Jam-3,15,2048,229,229,141
Jam-3,15,1941,217,217,152
Jam-3,15,1936,217,217,147
Jam-3,15,2012,225,225,147
Jam-3,15,1960,219,219,152
Jam-3,15,1976,220,220,171
Jam-3,15,2006,224,224,142
Jam-3,15,2060,230,230,150
Jam-3,15,2048,229,229,141
Jam-3,15,1986,222,222,147
Jam-3,15,2027,226,226,150
Jam-3,15,2088,232,232,162
Jam-3,15,2076,231,231,157
Jam-3,15,2001,223,223,172
Jam-3,15,1956,219,219,145
Jam-3,15,1976,220,220,168
Jam-3,15,2022,225,225,168
Jam-3,15,1978,220,220,172
Jam-3,15,2070,231,231,153
Jam-3,15,1992,223,223,147
Jam-3,15,2014,224,224,174
Jam-3,15,1922,215,215,145
Jam-3,15,2086,232,232,163
Jam-3,15,2060,230,230,150
Jam-3,15,1946,218,218,151
Jam-3,15,1980,221,221,168
Jam-3,15,2036,227,227,176
Jam-3,15,2048,229,229,141
Jam-3,15,1948,218,218,156
Jam-3,15,2088,232,232,162
Jam-3,15,1972,220,220,165
Jam-3,15,2014,225,225,139
Jam-3,15,2062,230,230,152
Jam-3,15,2009,224,224,165
Jam-3,15,1972,220,220,168
Jam-3,15,2066,230,230,168
Jam-3,15,1960,219,219,152
Jam-3,15,2066,230,230,180
Jam-3,15,1984,221,221,170
Jam-3,15,2044,228,228,146
Jam-3,15,2038,227,227,171
Jam-3,15,1948,218,218,156
Jam-3,15,1980,221,221,154
Jam-3,15,2102,234,234,167
Jam-3,15,1964,219,219,163
Jam-4,9,136,22,22,44
Jam-4,9,140,21,21,54
Jam-4,9,110,17,17,44
Jam-4,9,116,19,19,38
Jam-4,9,126,20,20,42
Jam-4,9,122,19,19,46
Jam-4,9,137,22,22,46
Jam-4,9,161,23,23,60
Jam-4,9,160,23,23,60
Jam-4,9,110,17,17,44
Jam-4,9,191,28,28,62
Jam-4,9,162,25,25,49
Jam-4,9,174,26,26,54
Jam-4,9,122,19,19,44
Jam-4,9,103,16,16,42
Jam-4,9,141,22,22,48
Jam-4,9,106,17,17,41
Jam-4,9,141,21,21,55
Jam-4,9,116,18,18,44
Jam-4,9,135,20,20,54
Jam-4,9,137,21,21,54
Jam-4,9,168,25,25,59
Jam-4,9,186,27,27,63
Jam-4,9,175,25,25,65
Jam-4,9,125,19,19,51
Jam-4,9,108,17,17,41
Jam-4,9,158,24,24,50
Jam-4,9,151,23,23,53
Jam-4,9,119,18,18,48
Jam-4,9,156,24,24,52
Jam-4,9,115,18,18,46
Jam-4,9,168,25,25,59
Jam-4,9,165,25,25,55
Jam-4,9,165,25,25,54
Jam-4,9,183,27,27,59
Jam-4,9,164,25,25,52
Jam-4,9,142,22,22,49
Jam-4,9,139,21,21,54
Jam-4,9,140,21,21,55
Jam-4,9,129,19,19,54
Jam-4,9,171,26,26,58
Jam-4,9,116,18,18,45
Jam-4,9,157,24,24,50
Jam-4,9,165,25,25,56
Jam-4,9,157,23,23,59
Jam-4,9,173,26,26,58
Jam-4,9,136,21,21,50
Jam-4,9,170,26,26,52
Jam-4,9,156,24,24,51
Jam-4,9,165,25,25,56
Jam-4,9,153,23,23,56
Jam-4,9,158,24,24,52
Jam-4,9,168,24,24,64
Jam-4,9,157,23,23,58
Jam-4,9,137,21,21,48
Jam-4,9,132,20,20,54
Jam-4,9,157,24,24,51
Jam-4,9,144,23,23,44
Jam-4,9,150,23,23,50
Jam-4,9,175,25,25,65
Jam-4,9,131,20,20,47
Jam-4,9,162,24,24,57
Jam-4,9,141,22,22,47
Jam-4,9,121,20,20,38
Jam-4,9,147,23,23,48
Jam-4,9,130,20,20,50
Jam-4,9,135,20,20,53
Jam-4,9,122,20,20,39
Jam-4,9,108,17,17,41
Jam-4,9,106,17,17,40
Jam-4,9,146,22,22,57
Jam-4,9,134,20,20,56
Jam-4,9,156,23,23,57
Jam-4,9,125,19,19,48
Jam-4,9,119,19,19,44
Jam-4,9,141,21,21,58
Jam-4,9,130,21,21,44
Jam-4,9,144,22,22,52
Jam-4,9,117,18,18,47
Jam-4,9,149,23,23,52
Jam-4,9,173,25,25,64
Jam-4,9,136,20,20,51
Jam-4,9,117,19,19,40
Jam-4,9,122,19,19,45
Jam-4,9,157,24,24,50
Jam-4,9,172,26,26,56
Jam-4,9,146,22,22,53
Jam-4,9,134,20,20,49
Jam-4,9,186,28,28,59
Jam-4,9,145,22,22,50
Jam-4,9,142,21,21,53
Jam-4,9,153,23,23,57
Jam-4,9,142,21,21,55
Jam-4,9,135,20,20,54
Jam-4,9,136,21,21,51
Jam-4,9,162,24,24,54
Jam-4,9,182,26,26,67
Jam-4,9,122,19,19,45
Jam-4,9,135,21,21,50
Jam-4,9,127,19,19,51
Jam-5,9,126,11,11,88
Jam-5,9,148,13,13,98
Jam-5,9,114,10,10,81
Jam-5,9,171,15,15,109
Jam-5,9,154,13,13,105
Jam-5,9,116,10,10,82
Jam-5,9,106,10,10,72
Jam-5,9,138,12,12,96
Jam-5,9,134,11,11,95
Jam-5,9,144,12,12,101
Jam-5,9,118,11,11,79
Jam-5,9,112,10,10,80
Jam-5,9,125,11,11,87
Jam-5,9,171,14,14,111
Jam-5,9,99,9,9,70
Jam-5,9,143,13,13,94
Jam-5,9,146,12,12,101
Jam-5,9,128,11,11,89
Jam-5,9,149,13,13,103
Jam-5,9,136,12,12,94
Jam-5,9,146,13,13,97
Jam-5,9,110,10,10,77
Jam-5,9,130,11,11,92
Jam-5,9,128,11,11,88
Jam-5,9,103,9,9,74
Jam-5,9,137,12,12,94
Jam-5,9,117,10,10,83
Jam-5,9,129,12,12,87
Jam-5,9,143,12,12,99
Jam-5,9,154,13,13,105
Jam-5,9,134,12,12,88
Jam-5,9,158,14,14,103
Jam-5,9,144,13,13,95
Jam-5,9,114,11,11,77
Jam-5,9,129,12,12,87
Jam-5,9,139,12,12,93
Jam-5,9,113,10,10,80
Jam-5,9,257,28,28,130
Jam-5,9,157,13,13,108
Jam-5,9,285,30,30,148
Jam-5,9,137,12,12,96
Jam-5,9,123,11,11,87
Jam-5,9,120,10,10,87
Jam-5,9,121,10,10,86
Jam-5,9,161,13,13,112
Jam-5,9,167,14,14,111
Jam-5,9,256,28,28,132
Jam-5,9,143,12,12,101
Jam-5,9,166,14,14,111
Jam-5,9,108,10,10,74
Jam-5,9,114,11,11,77
Jam-5,9,145,13,13,97
Jam-5,9,157,14,14,103
Jam-5,9,122,10,10,88
Jam-5,9,156,14,14,101
Jam-5,9,166,14,14,110
Jam-5,9,159,13,13,110
Jam-5,9,160,13,13,110
Jam-5,9,119,11,11,81
Jam-5,9,144,12,12,100
Jam-5,9,106,10,10,72
Jam-5,9,126,11,11,87
Jam-5,9,140,12,12,98
Jam-5,9,149,13,13,101
Jam-5,9,101,9,9,71
Jam-5,9,161,14,14,106
Jam-5,9,139,12,12,96
Jam-5,9,141,12,12,99
Jam-5,9,108,10,10,73
Jam-5,9,151,14,14,96
Jam-5,9,107,9,9,78
Jam-5,9,165,15,15,103
Jam-5,9,130,11,11,91
Jam-5,9,109,9,9,78
Jam-5,9,283,30,30,147
Jam-5,9,99,9,9,70
Jam-5,9,157,13,13,108
Jam-5,9,113,10,10,81
Jam-5,9,108,9,9,78
Jam-5,9,117,10,10,82
Jam-5,9,123,11,11,86
Jam-5,9,141,12,12,97
Jam-5,9,110,9,9,80
Jam-5,9,146,12,12,103
Jam-5,9,139,12,12,93
Jam-5,9,112,10,10,79
Jam-5,9,144,12,12,99
Jam-5,9,108,10,10,75
Jam-5,9,148,12,12,102
Jam-5,9,110,10,10,76
Jam-5,9,159,13,13,110
Jam-5,9,161,14,14,107
Jam-5,9,112,10,10,80
Jam-5,9,132,12,12,90
Jam-5,9,116,11,11,79
Jam-5,9,146,12,12,102
Jam-5,9,130,12,12,88
Jam-5,9,153,13,13,103
Jam-5,9,141,12,12,99
Jam-5,9,298,31,31,154
Jam-6,12,645,65,65,213
Jam-6,13,649,66,66,242
Jam-6,13,699,71,71,250
Jam-6,13,622,63,63,218
Jam-6,12,662,67,67,215
Jam-6,13,625,64,64,222
Jam-6,12,680,69,69,227
Jam-6,12,677,69,69,221
Jam-6,12,672,68,68,236
Jam-6,13,717,73,73,240
Jam-6,13,718,73,73,231
Jam-6,13,695,71,71,241
Jam-6,14,618,63,63,237
Jam-6,13,758,77,77,249
Jam-6,13,730,74,74,247
Jam-6,13,707,72,72,231
Jam-6,14,659,67,67,254
Jam-6,12,764,77,77,245
Jam-6,12,685,70,70,221
Jam-6,13,662,67,67,237
Jam-6,12,761,77,77,251
Jam-6,13,691,70,70,258
Jam-6,13,708,72,72,234
Jam-6,13,726,74,74,236
Jam-6,12,641,65,65,221
Jam-6,14,638,65,65,240
Jam-6,14,617,63,63,235
Jam-6,13,726,74,74,240
Jam-6,13,660,67,67,232
Jam-6,13,677,69,69,224
Jam-6,13,660,67,67,238
Jam-6,14,658,67,67,249
Jam-6,13,716,73,73,243
Jam-6,13,725,74,74,233
Jam-6,13,710,72,72,233
Jam-6,14,706,72,72,235
Jam-6,13,611,62,62,229
Jam-6,12,728,74,74,230
Jam-6,12,661,67,67,233
Jam-6,13,708,72,72,248
Jam-6,13,696,71,71,244
Jam-6,13,652,66,66,252
Jam-6,13,671,68,68,226
Jam-6,12,710,72,72,231
Jam-6,13,710,72,72,235
Jam-6,13,730,74,74,243
Jam-6,14,716,73,73,239
Jam-6,13,701,71,71,237
Jam-6,13,733,74,74,241
Jam-6,13,686,70,70,235
Jam-6,14,726,74,74,243
Jam-6,12,737,75,75,235
Jam-6,13,727,74,74,235
Jam-6,12,740,75,75,241
Jam-6,13,634,64,64,236
Jam-6,13,727,74,74,244
Jam-6,13,700,71,71,248
Jam-6,13,651,66,66,229
Jam-6,13,673,68,68,240
Jam-6,13,639,65,65,235
Jam-6,13,641,65,65,224
Jam-6,14,706,72,72,236
Jam-6,13,611,62,62,228
Jam-6,12,622,63,63,212
Jam-6,13,639,65,65,220
Jam-6,12,680,69,69,230
Jam-6,12,612,62,62,196
Jam-6,13,751,76,76,258
Jam-6,13,696,71,71,239
Jam-6,14,648,66,66,251
Jam-6,14,719,73,73,247
Jam-6,12,667,68,68,229
Jam-6,12,677,69,69,230
Jam-6,13,622,63,63,235
Jam-6,14,697,71,71,249
Jam-6,14,650,66,66,252
Jam-6,14,717,73,73,257
Jam-6,14,628,64,64,241
Jam-6,13,731,74,74,247
