Rec(t='1490119659.86', event='commit_move', piece='M', move_nu='69', move='(4, 3, 2)', instance='Jam-13')| 5
Rec(t='1490119661.21', event='commit_move', piece='c', move_nu='70', move='(4, 0, 2)', instance='Jam-13')| 4
Rec(t='1490119662.13', event='commit_move', piece='m', move_nu='71', move='(3, 0, 2)', instance='Jam-13')| 3
Rec(t='1490119663.18', event='commit_move', piece='B', move_nu='72', move='(2, 0, 2)', instance='Jam-13')| 2
Rec(t='1490119664.55', event='commit_move', piece='r', move_nu='73', move='(4, 2, 2)', instance='Jam-13')| 2
Rec(t='1490118940.86', event='start', piece='None', move_nu='0', move='None', instance='Jam-12')| 19
Rec(t='1490118952.74', event='commit_move', piece='y', move_nu='0', move='(3, 0, 2)', instance='Jam-12')| 18
Rec(t='1490118954.83', event='commit_move', piece='M', move_nu='1', move='(2, 0, 3)', instance='Jam-12')| 17
Rec(t='1490118958.71', event='commit_move', piece='w', move_nu='2', move='(0, 3, 3)', instance='Jam-12')| 16
Rec(t='1490118960.96', event='commit_move', piece='c', move_nu='3', move='(4, 1, 2)', instance='Jam-12')| 15
Rec(t='1490118966.3', event='commit_move', piece='B', move_nu='4', move='(5, 3, 3)', instance='Jam-12')| 16
Rec(t='1490118970.33', event='commit_move', piece='y', move_nu='5', move='(4, 0, 2)', instance='Jam-12')| 17
Rec(t='1490118978.42', event='start', piece='None', move_nu='0', move='None', instance='Jam-12')| 19
Rec(t='1490119026.46', event='commit_move', piece='y', move_nu='0', move='(3, 0, 2)', instance='Jam-12')| 18
Rec(t='1490119037.92', event='commit_move', piece='M', move_nu='1', move='(2, 0, 3)', instance='Jam-12')| 17
Rec(t='1490119056.26', event='commit_move', piece='w', move_nu='2', move='(0, 3, 3)', instance='Jam-12')| 16
Rec(t='1490119058.03', event='commit_move', piece='c', move_nu='3', move='(4, 1, 2)', instance='Jam-12')| 15
Rec(t='1490119064.77', event='commit_move', piece='l', move_nu='4', move='(3, 5, 3)', instance='Jam-12')| 13
Rec(t='1490119069.9', event='commit_move', piece='w', move_nu='5', move='(3, 3, 3)', instance='Jam-12')| 13
Rec(t='1490119073.3', event='commit_move', piece='M', move_nu='6', move='(2, 3, 3)', instance='Jam-12')| 11
Rec(t='1490119079.12', event='commit_move', piece='r', move_nu='7', move='(1, 2, 2)', instance='Jam-12')| 11
Rec(t='1490119081.16', event='commit_move', piece='b', move_nu='8', move='(0, 4, 2)', instance='Jam-12')| 9
Rec(t='1490119083.58', event='commit_move', piece='r', move_nu='9', move='(0, 2, 2)', instance='Jam-12')| 9
Rec(t='1490119105.72', event='commit_move', piece='y', move_nu='10', move='(0, 0, 2)', instance='Jam-12')| 8
Rec(t='1490119110.69', event='commit_move', piece='c', move_nu='11', move='(4, 0, 2)', instance='Jam-12')| 7
Rec(t='1490119114.11', event='commit_move', piece='r', move_nu='12', move='(3, 2, 2)', instance='Jam-12')| 6
Rec(t='1490119116.26', event='commit_move', piece='M', move_nu='13', move='(2, 0, 3)', instance='Jam-12')| 5
Rec(t='1490119118.76', event='commit_move', piece='w', move_nu='14', move='(0, 3, 3)', instance='Jam-12')| 4
Rec(t='1490119120.66', event='commit_move', piece='l', move_nu='15', move='(1, 5, 3)', instance='Jam-12')| 3
Rec(t='1490119122.28', event='commit_move', piece='B', move_nu='16', move='(5, 3, 3)', instance='Jam-12')| 2
Rec(t='1490119123.28', event='commit_move', piece='r', move_nu='17', move='(4, 2, 2)', instance='Jam-12')| 2
Rec(t='1490118627.88', event='start', piece='None', move_nu='0', move='None', instance='Jam-11')| 27
Rec(t='1490118659.9', event='commit_move', piece='B', move_nu='0', move='(0, 3, 3)', instance='Jam-11')| 26
Rec(t='1490118661.11', event='commit_move', piece='r', move_nu='1', move='(0, 2, 2)', instance='Jam-11')| 25
Rec(t='1490118663.25', event='commit_move', piece='y', move_nu='2', move='(2, 1, 2)', instance='Jam-11')| 24
Rec(t='1490118672.54', event='commit_move', piece='b', move_nu='3', move='(0, 0, 2)', instance='Jam-11')| 25
Rec(t='1490118673.69', event='commit_move', piece='y', move_nu='4', move='(2, 0, 2)', instance='Jam-11')| 25
Rec(t='1490118674.69', event='commit_move', piece='r', move_nu='5', move='(1, 2, 2)', instance='Jam-11')| 26
Rec(t='1490118676.32', event='commit_move', piece='B', move_nu='6', move='(0, 1, 3)', instance='Jam-11')| 27
Rec(t='1490118678.17', event='commit_move', piece='l', move_nu='7', move='(0, 5, 3)', instance='Jam-11')| 28
Rec(t='1490118681.47', event='commit_move', piece='l', move_nu='8', move='(1, 5, 3)', instance='Jam-11')| 27
Rec(t='1490118692.76', event='commit_move', piece='w', move_nu='9', move='(1, 3, 3)', instance='Jam-11')| 26
Rec(t='1490118694.63', event='commit_move', piece='c', move_nu='10', move='(5, 0, 2)', instance='Jam-11')| 26
Rec(t='1490118705.37', event='commit_move', piece='l', move_nu='11', move='(3, 5, 3)', instance='Jam-11')| 25
Rec(t='1490118709.86', event='commit_move', piece='w', move_nu='12', move='(3, 3, 3)', instance='Jam-11')| 24
Rec(t='1490118711.49', event='commit_move', piece='B', move_nu='13', move='(0, 3, 3)', instance='Jam-11')| 23
Rec(t='1490118712.76', event='commit_move', piece='r', move_nu='14', move='(0, 2, 2)', instance='Jam-11')| 22
Rec(t='1490118714.24', event='commit_move', piece='y', move_nu='15', move='(2, 4, 2)', instance='Jam-11')| 21
Rec(t='1490118715.94', event='commit_move', piece='r', move_nu='16', move='(1, 2, 2)', instance='Jam-11')| 20
Rec(t='1490118721.33', event='commit_move', piece='b', move_nu='17', move='(1, 0, 2)', instance='Jam-11')| 19
Rec(t='1490118722.73', event='commit_move', piece='B', move_nu='18', move='(0, 0, 3)', instance='Jam-11')| 18
Rec(t='1490118724.28', event='commit_move', piece='w', move_nu='19', move='(0, 3, 3)', instance='Jam-11')| 17
Rec(t='1490118745.92', event='commit_move', piece='w', move_nu='20', move='(3, 3, 3)', instance='Jam-11')| 18
Rec(t='1490118746.87', event='commit_move', piece='y', move_nu='21', move='(2, 3, 2)', instance='Jam-11')| 19
Rec(t='1490118748.31', event='commit_move', piece='l', move_nu='22', move='(0, 5, 3)', instance='Jam-11')| 20
Rec(t='1490118755.51', event='start', piece='None', move_nu='0', move='None', instance='Jam-11')| 27
Rec(t='1490118777.91', event='commit_move', piece='B', move_nu='0', move='(0, 3, 3)', instance='Jam-11')| 26
Rec(t='1490118780.77', event='commit_move', piece='b', move_nu='1', move='(0, 0, 2)', instance='Jam-11')| 27
Rec(t='1490118782.07', event='commit_move', piece='r', move_nu='2', move='(0, 2, 2)', instance='Jam-11')| 26
Rec(t='1490118783.54', event='commit_move', piece='y', move_nu='3', move='(2, 0, 2)', instance='Jam-11')| 25
Rec(t='1490118786.43', event='commit_move', piece='r', move_nu='4', move='(1, 2, 2)', instance='Jam-11')| 26
Rec(t='1490118796.66', event='commit_move', piece='w', move_nu='5', move='(2, 3, 3)', instance='Jam-11')| 25
Rec(t='1490118798.4', event='commit_move', piece='c', move_nu='6', move='(5, 0, 2)', instance='Jam-11')| 25
Rec(t='1490118856.05', event='start', piece='None', move_nu='0', move='None', instance='Jam-11')| 27
Rec(t='1490118876.95', event='commit_move', piece='B', move_nu='0', move='(0, 1, 3)', instance='Jam-11')| 27
Rec(t='1490118893.83', event='commit_move', piece='B', move_nu='1', move='(0, 3, 3)', instance='Jam-11')| 26
Rec(t='1490118906.29', event='commit_move', piece='b', move_nu='2', move='(0, 0, 2)', instance='Jam-11')| 27
Rec(t='1490118907.45', event='commit_move', piece='r', move_nu='3', move='(0, 2, 2)', instance='Jam-11')| 26
Rec(t='1490118908.89', event='commit_move', piece='y', move_nu='4', move='(2, 0, 2)', instance='Jam-11')| 25
