Rec(t='1490119311.01', event='commit_move', piece='g', move_nu='6', move='(1, 0, 2)', instance='Jam-13')| 25
Rec(t='1490119315.02', event='commit_move', piece='p', move_nu='7', move='(0, 5, 2)', instance='Jam-13')| 27
Rec(t='1490119316.67', event='commit_move', piece='B', move_nu='8', move='(2, 4, 2)', instance='Jam-13')| 27
Rec(t='1490119323.99', event='commit_move', piece='l', move_nu='9', move='(0, 3, 2)', instance='Jam-13')| 28
Rec(t='1490119345.99', event='commit_move', piece='r', move_nu='10', move='(1, 2, 2)', instance='Jam-13')| 29
Rec(t='1490119349.16', event='commit_move', piece='m', move_nu='11', move='(3, 1, 2)', instance='Jam-13')| 31
Rec(t='1490119351.09', event='commit_move', piece='w', move_nu='12', move='(3, 4, 2)', instance='Jam-13')| 31
Rec(t='1490119352.69', event='commit_move', piece='t', move_nu='13', move='(3, 5, 2)', instance='Jam-13')| 33
Rec(t='1490119355.18', event='commit_move', piece='y', move_nu='14', move='(5, 3, 3)', instance='Jam-13')| 33
Rec(t='1490119390.01', event='commit_move', piece='l', move_nu='15', move='(1, 3, 2)', instance='Jam-13')| 33
Rec(t='1490119392.68', event='commit_move', piece='o', move_nu='16', move='(0, 2, 3)', instance='Jam-13')| 32
Rec(t='1490119396.25', event='commit_move', piece='y', move_nu='17', move='(5, 1, 3)', instance='Jam-13')| 30
Rec(t='1490119397.45', event='commit_move', piece='w', move_nu='18', move='(4, 4, 2)', instance='Jam-13')| 30
Rec(t='1490119398.98', event='commit_move', piece='t', move_nu='19', move='(4, 5, 2)', instance='Jam-13')| 29
Rec(t='1490119405.54', event='commit_move', piece='m', move_nu='20', move='(3, 4, 2)', instance='Jam-13')| 28
Rec(t='1490119411.89', event='commit_move', piece='l', move_nu='21', move='(2, 3, 2)', instance='Jam-13')| 28
Rec(t='1490119413.29', event='commit_move', piece='r', move_nu='22', move='(2, 2, 2)', instance='Jam-13')| 27
Rec(t='1490119416.26', event='commit_move', piece='g', move_nu='23', move='(1, 3, 2)', instance='Jam-13')| 25
Rec(t='1490119428.13', event='commit_move', piece='b', move_nu='24', move='(0, 0, 2)', instance='Jam-13')| 24
Rec(t='1490119430.28', event='commit_move', piece='c', move_nu='25', move='(2, 0, 2)', instance='Jam-13')| 23
Rec(t='1490119432.75', event='commit_move', piece='M', move_nu='26', move='(4, 0, 2)', instance='Jam-13')| 23
Rec(t='1490119451.22', event='commit_move', piece='g', move_nu='27', move='(1, 1, 2)', instance='Jam-13')| 25
Rec(t='1490119453.21', event='commit_move', piece='l', move_nu='28', move='(1, 3, 2)', instance='Jam-13')| 23
Rec(t='1490119502.77', event='commit_move', piece='l', move_nu='29', move='(3, 3, 2)', instance='Jam-13')| 24
Rec(t='1490119504.8', event='commit_move', piece='B', move_nu='30', move='(2, 3, 2)', instance='Jam-13')| 22
Rec(t='1490119507.14', event='commit_move', piece='o', move_nu='31', move='(0, 1, 3)', instance='Jam-13')| 22
Rec(t='1490119510.29', event='commit_move', piece='p', move_nu='32', move='(1, 5, 2)', instance='Jam-13')| 22
Rec(t='1490119519.04', event='commit_move', piece='o', move_nu='33', move='(0, 3, 3)', instance='Jam-13')| 22
Rec(t='1490119520.98', event='commit_move', piece='g', move_nu='34', move='(1, 3, 2)', instance='Jam-13')| 21
Rec(t='1490119522.73', event='commit_move', piece='r', move_nu='35', move='(0, 2, 2)', instance='Jam-13')| 17
Rec(t='1490119524.3', event='commit_move', piece='B', move_nu='36', move='(2, 1, 2)', instance='Jam-13')| 17
Rec(t='1490119532.77', event='commit_move', piece='y', move_nu='37', move='(5, 0, 3)', instance='Jam-13')| 16
Rec(t='1490119534.27', event='commit_move', piece='l', move_nu='38', move='(4, 3, 2)', instance='Jam-13')| 15
Rec(t='1490119536.49', event='commit_move', piece='m', move_nu='39', move='(3, 1, 2)', instance='Jam-13')| 14
Rec(t='1490119546.04', event='commit_move', piece='p', move_nu='40', move='(2, 5, 2)', instance='Jam-13')| 15
Rec(t='1490119547.22', event='commit_move', piece='g', move_nu='41', move='(1, 4, 2)', instance='Jam-13')| 16
Rec(t='1490119549.17', event='commit_move', piece='l', move_nu='42', move='(1, 3, 2)', instance='Jam-13')| 16
Rec(t='1490119560.95', event='commit_move', piece='l', move_nu='43', move='(3, 3, 2)', instance='Jam-13')| 15
Rec(t='1490119562.33', event='commit_move', piece='B', move_nu='44', move='(2, 3, 2)', instance='Jam-13')| 15
Rec(t='1490119565.43', event='commit_move', piece='w', move_nu='45', move='(3, 4, 2)', instance='Jam-13')| 15
Rec(t='1490119567.35', event='commit_move', piece='y', move_nu='46', move='(5, 2, 3)', instance='Jam-13')| 15
Rec(t='1490119569.62', event='commit_move', piece='r', move_nu='47', move='(1, 2, 2)', instance='Jam-13')| 16
Rec(t='1490119570.95', event='commit_move', piece='o', move_nu='48', move='(0, 1, 3)', instance='Jam-13')| 17
Rec(t='1490119572.95', event='commit_move', piece='g', move_nu='49', move='(1, 3, 2)', instance='Jam-13')| 18
Rec(t='1490119574.49', event='commit_move', piece='p', move_nu='50', move='(0, 5, 2)', instance='Jam-13')| 18
Rec(t='1490119576.04', event='commit_move', piece='t', move_nu='51', move='(2, 5, 2)', instance='Jam-13')| 19
Rec(t='1490119577.7', event='commit_move', piece='y', move_nu='52', move='(5, 3, 3)', instance='Jam-13')| 19
Rec(t='1490119589.28', event='commit_move', piece='t', move_nu='53', move='(3, 5, 2)', instance='Jam-13')| 19
Rec(t='1490119590.26', event='commit_move', piece='p', move_nu='54', move='(1, 5, 2)', instance='Jam-13')| 18
Rec(t='1490119592.61', event='commit_move', piece='o', move_nu='55', move='(0, 3, 3)', instance='Jam-13')| 17
Rec(t='1490119593.96', event='commit_move', piece='r', move_nu='56', move='(0, 2, 2)', instance='Jam-13')| 16
