A10YS8AVLQWUZZ:30IQTZXKALEAAZ9CBKW0ZFZP6O5X07,initialized,0,,1517938999857
A10YS8AVLQWUZZ:30IQTZXKALEAAZ9CBKW0ZFZP6O5X07,window_resize,0,"[1024, 755]",1517938999857
A10YS8AVLQWUZZ:30IQTZXKALEAAZ9CBKW0ZFZP6O5X07,focus,1047273,off,1517940047130
A10YS8AVLQWUZZ:30IQTZXKALEAAZ9CBKW0ZFZP6O5X07,focus,8389,on,1517940055519
A10YS8AVLQWUZZ:30IQTZXKALEAAZ9CBKW0ZFZP6O5X07,focus,12,off,1517940055531
A10YS8AVLQWUZZ:30IQTZXKALEAAZ9CBKW0ZFZP6O5X07,focus,756,on,1517940056287
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,initialized,0,,1517939005555
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,window_resize,0,"[1024, 768]",1517939005555
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,3151,off,1517939008706
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,4769,on,1517939013475
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,window_resize,16966,"[1920, 1001]",1517939030441
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,326312,off,1517939356753
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,51746,on,1517939408499
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,1613087,off,1517941021586
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,9099,on,1517941030685
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,1445393,off,1517942476078
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,6070,on,1517942482148
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,53569,off,1517942535717
A3GXC3VG37CQ3G:3TPWUS5F8A9FFRZ2DVTYSXNJ6BWWC6,focus,12826,on,1517942548543
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,initialized,0,,1517939061099
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,window_resize,0,"[1024, 721]",1517939061099
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,26321,off,1517939087420
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,14814,on,1517939102234
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,52431,off,1517939154665
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,112582,on,1517939267247
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,117416,off,1517939384663
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,2575,on,1517939387238
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,616876,off,1517940004114
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,2340,on,1517940006454
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,window_resize,1038,"[1024, 700]",1517940007492
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,1678,off,1517940009170
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,8636,on,1517940017806
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,window_resize,4390,"[1366, 677]",1517940022196
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,window_resize,1602,"[1024, 700]",1517940023798
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,244125,off,1517940267923
A2C84POENS2UNY:3IAS3U3I0GOAT69PLB8WT61CKJ22BO,focus,1075873,on,1517941343796
A3CTXNQ2GXIQSP:34HJIJKLP64Z5YMIU6IKNXSH7PDV4I,initialized,0,,1517939843892
A3CTXNQ2GXIQSP:34HJIJKLP64Z5YMIU6IKNXSH7PDV4I,window_resize,0,"[1024, 766]",1517939843892
A3CTXNQ2GXIQSP:34HJIJKLP64Z5YMIU6IKNXSH7PDV4I,focus,1117708,off,1517940961600
A3CTXNQ2GXIQSP:34HJIJKLP64Z5YMIU6IKNXSH7PDV4I,focus,1386,on,1517940962986
A3CTXNQ2GXIQSP:34HJIJKLP64Z5YMIU6IKNXSH7PDV4I,focus,481129,off,1517941444115
A3CTXNQ2GXIQSP:34HJIJKLP64Z5YMIU6IKNXSH7PDV4I,focus,1333,on,1517941445448
A3CTXNQ2GXIQSP:34HJIJKLP64Z5YMIU6IKNXSH7PDV4I,focus,2210370,off,1517943655818
A3CTXNQ2GXIQSP:34HJIJKLP64Z5YMIU6IKNXSH7PDV4I,focus,5090,on,1517943660908
A8KX1HFH8NE2Q:3U84XHCDIDLGEIRSV37N835DV0K4ZS,initialized,0,,1517939999802
