subject,instance,h_epsilon,learning_iter,exp,trials
andra.log,Jam-5,0.606946432646,1,15.2553309008,21
andra.log,Jam-6,0.606946432646,1,15.2553309008,21
andra.log,Jam-7,0.606946432646,1,15.2553309008,3
andra.log,Jam-8,0.606946432646,1,15.2553309008,8
andra.log,Jam-9,0.606946432646,1,15.2553309008,2
andra.log,Jam-10,0.606946432646,1,15.2553309008,21
andra.log,Jam-1,0.700186475747,1,15.2553309008,21
andra.log,Jam-2,0.700186475747,1,15.2553309008,21
andra.log,Jam-3,0.700186475747,1,15.2553309008,21
andra.log,Jam-4,0.700186475747,1,15.2553309008,21
andra.log,Jam-5,0.700186475747,1,15.2553309008,21
andra.log,Jam-6,0.700186475747,1,15.2553309008,21
andra.log,Jam-7,0.700186475747,1,15.2553309008,16
andra.log,Jam-8,0.700186475747,1,15.2553309008,21
andra.log,Jam-9,0.700186475747,1,15.2553309008,1
andra.log,Jam-10,0.700186475747,1,15.2553309008,21
andra.log,Jam-1,0.606946432646,2,15.2553309008,3
andra.log,Jam-2,0.606946432646,2,15.2553309008,1
andra.log,Jam-3,0.606946432646,2,15.2553309008,21
andra.log,Jam-4,0.606946432646,2,15.2553309008,14
andra.log,Jam-5,0.606946432646,2,15.2553309008,13
andra.log,Jam-6,0.606946432646,2,15.2553309008,12
andra.log,Jam-7,0.606946432646,2,15.2553309008,21
andra.log,Jam-8,0.606946432646,2,15.2553309008,3
andra.log,Jam-9,0.606946432646,2,15.2553309008,8
andra.log,Jam-10,0.606946432646,2,15.2553309008,21
andra.log,Jam-1,0.971472405475,2,15.2553309008,4
andra.log,Jam-2,0.971472405475,2,15.2553309008,10
andra.log,Jam-3,0.971472405475,2,15.2553309008,21
andra.log,Jam-4,0.971472405475,2,15.2553309008,14
andra.log,Jam-5,0.971472405475,2,15.2553309008,1
andra.log,Jam-6,0.971472405475,2,15.2553309008,21
andra.log,Jam-7,0.971472405475,2,15.2553309008,21
andra.log,Jam-8,0.971472405475,2,15.2553309008,10
andra.log,Jam-9,0.971472405475,2,15.2553309008,15
andra.log,Jam-10,0.971472405475,2,15.2553309008,21
andra.log,Jam-1,0.606946432646,2,4.62258345459,11
andra.log,Jam-2,0.606946432646,2,4.62258345459,10
andra.log,Jam-3,0.606946432646,2,4.62258345459,21
andra.log,Jam-4,0.606946432646,2,4.62258345459,6
andra.log,Jam-5,0.606946432646,2,4.62258345459,21
andra.log,Jam-6,0.606946432646,2,4.62258345459,21
andra.log,Jam-7,0.606946432646,2,4.62258345459,7
andra.log,Jam-8,0.606946432646,2,4.62258345459,13
andra.log,Jam-9,0.606946432646,2,4.62258345459,7
andra.log,Jam-10,0.606946432646,2,4.62258345459,21
andra.log,Jam-1,0.454208319892,2,15.2553309008,14
andra.log,Jam-2,0.454208319892,2,15.2553309008,3
andra.log,Jam-3,0.454208319892,2,15.2553309008,21
andra.log,Jam-4,0.454208319892,2,15.2553309008,5
andra.log,Jam-5,0.454208319892,2,15.2553309008,2
andra.log,Jam-6,0.454208319892,2,15.2553309008,4
andra.log,Jam-7,0.454208319892,2,15.2553309008,21
andra.log,Jam-8,0.454208319892,2,15.2553309008,16
andra.log,Jam-9,0.454208319892,2,15.2553309008,6
andra.log,Jam-10,0.454208319892,2,15.2553309008,21
andra.log,Jam-1,0.454208319892,2,15.2553309008,8
andra.log,Jam-2,0.454208319892,2,15.2553309008,19
andra.log,Jam-3,0.454208319892,2,15.2553309008,21
andra.log,Jam-4,0.454208319892,2,15.2553309008,2
andra.log,Jam-5,0.454208319892,2,15.2553309008,7
andra.log,Jam-6,0.454208319892,2,15.2553309008,1
andra.log,Jam-7,0.454208319892,2,15.2553309008,21
andra.log,Jam-8,0.454208319892,2,15.2553309008,1
andra.log,Jam-9,0.454208319892,2,15.2553309008,21
andra.log,Jam-10,0.454208319892,2,15.2553309008,21
andra.log,Jam-1,0.454208319892,2,8.3713139585,3
andra.log,Jam-2,0.454208319892,2,8.3713139585,8
andra.log,Jam-3,0.454208319892,2,8.3713139585,21
andra.log,Jam-4,0.454208319892,2,8.3713139585,1
andra.log,Jam-5,0.454208319892,2,8.3713139585,21
andra.log,Jam-6,0.454208319892,2,8.3713139585,16
andra.log,Jam-7,0.454208319892,2,8.3713139585,20
andra.log,Jam-8,0.454208319892,2,8.3713139585,14
andra.log,Jam-9,0.454208319892,2,8.3713139585,9
andra.log,Jam-10,0.454208319892,2,8.3713139585,21
andra.log,Jam-1,0.185345968386,2,15.2553309008,21
andra.log,Jam-2,0.185345968386,2,15.2553309008,3
andra.log,Jam-3,0.185345968386,2,15.2553309008,21
andra.log,Jam-4,0.185345968386,2,15.2553309008,1
andra.log,Jam-5,0.185345968386,2,15.2553309008,8
andra.log,Jam-6,0.185345968386,2,15.2553309008,21
andra.log,Jam-7,0.185345968386,2,15.2553309008,21
andra.log,Jam-8,0.185345968386,2,15.2553309008,5
andra.log,Jam-9,0.185345968386,2,15.2553309008,1
andra.log,Jam-10,0.185345968386,2,15.2553309008,21
andra.log,Jam-1,0.111072235282,2,15.2553309008,8
andra.log,Jam-2,0.111072235282,2,15.2553309008,7
andra.log,Jam-3,0.111072235282,2,15.2553309008,21
andra.log,Jam-4,0.111072235282,2,15.2553309008,5
andra.log,Jam-5,0.111072235282,2,15.2553309008,20
andra.log,Jam-6,0.111072235282,2,15.2553309008,21
andra.log,Jam-7,0.111072235282,2,15.2553309008,5
andra.log,Jam-8,0.111072235282,2,15.2553309008,15
andra.log,Jam-9,0.111072235282,2,15.2553309008,8
andra.log,Jam-10,0.111072235282,2,15.2553309008,21
andra.log,Jam-1,0.185345968386,2,15.2553309008,12
andra.log,Jam-2,0.185345968386,2,15.2553309008,17
andra.log,Jam-3,0.185345968386,2,15.2553309008,21
andra.log,Jam-4,0.185345968386,2,15.2553309008,4
andra.log,Jam-5,0.185345968386,2,15.2553309008,18
andra.log,Jam-6,0.185345968386,2,15.2553309008,8
andra.log,Jam-7,0.185345968386,2,15.2553309008,7
andra.log,Jam-8,0.185345968386,2,15.2553309008,16
andra.log,Jam-9,0.185345968386,2,15.2553309008,3
andra.log,Jam-10,0.185345968386,2,15.2553309008,21
andra.log,Jam-1,0.185345968386,2,17.1625294676,10
andra.log,Jam-2,0.185345968386,2,17.1625294676,11
andra.log,Jam-3,0.185345968386,2,17.1625294676,21
andra.log,Jam-4,0.185345968386,2,17.1625294676,3
andra.log,Jam-5,0.185345968386,2,17.1625294676,2
andra.log,Jam-6,0.185345968386,2,17.1625294676,19
andra.log,Jam-7,0.185345968386,2,17.1625294676,11
andra.log,Jam-8,0.185345968386,2,17.1625294676,11
andra.log,Jam-9,0.185345968386,2,17.1625294676,2
andra.log,Jam-10,0.185345968386,2,17.1625294676,21
andra.log,Jam-1,0.186345143417,2,17.1625294676,5
andra.log,Jam-2,0.186345143417,2,17.1625294676,9
andra.log,Jam-3,0.186345143417,2,17.1625294676,21
andra.log,Jam-4,0.186345143417,2,17.1625294676,3
andra.log,Jam-5,0.186345143417,2,17.1625294676,21
andra.log,Jam-6,0.186345143417,2,17.1625294676,21
andra.log,Jam-7,0.186345143417,2,17.1625294676,15
andra.log,Jam-8,0.186345143417,2,17.1625294676,2
andra.log,Jam-9,0.186345143417,2,17.1625294676,2
andra.log,Jam-10,0.186345143417,2,17.1625294676,21
andra.log,Jam-1,0.284969757496,2,17.1625294676,13
andra.log,Jam-2,0.284969757496,2,17.1625294676,9
andra.log,Jam-3,0.284969757496,2,17.1625294676,21
andra.log,Jam-4,0.284969757496,2,17.1625294676,13
andra.log,Jam-5,0.284969757496,2,17.1625294676,21
andra.log,Jam-6,0.284969757496,2,17.1625294676,4
andra.log,Jam-7,0.284969757496,2,17.1625294676,19
andra.log,Jam-8,0.284969757496,2,17.1625294676,12
andra.log,Jam-9,0.284969757496,2,17.1625294676,1
andra.log,Jam-10,0.284969757496,2,17.1625294676,21
andra.log,Jam-1,0.284969757496,2,4.34674134655,6
andra.log,Jam-2,0.284969757496,2,4.34674134655,5
andra.log,Jam-3,0.284969757496,2,4.34674134655,21
andra.log,Jam-4,0.284969757496,2,4.34674134655,3
andra.log,Jam-5,0.284969757496,2,4.34674134655,8
andra.log,Jam-6,0.284969757496,2,4.34674134655,9
andra.log,Jam-7,0.284969757496,2,4.34674134655,6
andra.log,Jam-8,0.284969757496,2,4.34674134655,1
andra.log,Jam-9,0.284969757496,2,4.34674134655,10
andra.log,Jam-10,0.284969757496,2,4.34674134655,21
andra.log,Jam-1,0.42288268022,2,4.34674134655,1
andra.log,Jam-2,0.42288268022,2,4.34674134655,2
andra.log,Jam-3,0.42288268022,2,4.34674134655,21
andra.log,Jam-4,0.42288268022,2,4.34674134655,4
andra.log,Jam-5,0.42288268022,2,4.34674134655,21
andra.log,Jam-6,0.42288268022,2,4.34674134655,14
andra.log,Jam-7,0.42288268022,2,4.34674134655,21
andra.log,Jam-8,0.42288268022,2,4.34674134655,8
andra.log,Jam-9,0.42288268022,2,4.34674134655,21
andra.log,Jam-10,0.42288268022,2,4.34674134655,21
andra.log,Jam-1,0.506454221401,2,4.34674134655,3
andra.log,Jam-2,0.506454221401,2,4.34674134655,6
andra.log,Jam-3,0.506454221401,2,4.34674134655,21
andra.log,Jam-4,0.506454221401,2,4.34674134655,8
andra.log,Jam-5,0.506454221401,2,4.34674134655,14
andra.log,Jam-6,0.506454221401,2,4.34674134655,21
andra.log,Jam-7,0.506454221401,2,4.34674134655,6
andra.log,Jam-8,0.506454221401,2,4.34674134655,8
andra.log,Jam-9,0.506454221401,2,4.34674134655,21
andra.log,Jam-10,0.506454221401,2,4.34674134655,21
andra.log,Jam-1,0.22010032185,2,4.34674134655,9
andra.log,Jam-2,0.22010032185,2,4.34674134655,17
andra.log,Jam-3,0.22010032185,2,4.34674134655,21
andra.log,Jam-4,0.22010032185,2,4.34674134655,11
andra.log,Jam-5,0.22010032185,2,4.34674134655,17
andra.log,Jam-6,0.22010032185,2,4.34674134655,13
andra.log,Jam-7,0.22010032185,2,4.34674134655,8
andra.log,Jam-8,0.22010032185,2,4.34674134655,1
andra.log,Jam-9,0.22010032185,2,4.34674134655,21
andra.log,Jam-10,0.22010032185,2,4.34674134655,21
andra.log,Jam-1,0.284969757496,2,4.34674134655,17
andra.log,Jam-2,0.284969757496,2,4.34674134655,17
andra.log,Jam-3,0.284969757496,2,4.34674134655,21
andra.log,Jam-4,0.284969757496,2,4.34674134655,13
andra.log,Jam-5,0.284969757496,2,4.34674134655,6
andra.log,Jam-6,0.284969757496,2,4.34674134655,21
andra.log,Jam-7,0.284969757496,2,4.34674134655,21
andra.log,Jam-8,0.284969757496,2,4.34674134655,3
andra.log,Jam-9,0.284969757496,2,4.34674134655,2
andra.log,Jam-10,0.284969757496,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,4.34674134655,1
andra.log,Jam-2,0.387244932531,2,4.34674134655,2
andra.log,Jam-3,0.387244932531,2,4.34674134655,21
andra.log,Jam-4,0.387244932531,2,4.34674134655,2
andra.log,Jam-5,0.387244932531,2,4.34674134655,3
andra.log,Jam-6,0.387244932531,2,4.34674134655,5
andra.log,Jam-7,0.387244932531,2,4.34674134655,4
andra.log,Jam-8,0.387244932531,2,4.34674134655,2
andra.log,Jam-9,0.387244932531,2,4.34674134655,10
andra.log,Jam-10,0.387244932531,2,4.34674134655,21
andra.log,Jam-1,0.448230369607,2,4.34674134655,4
andra.log,Jam-2,0.448230369607,2,4.34674134655,8
andra.log,Jam-3,0.448230369607,2,4.34674134655,21
andra.log,Jam-4,0.448230369607,2,4.34674134655,6
andra.log,Jam-5,0.448230369607,2,4.34674134655,3
andra.log,Jam-6,0.448230369607,2,4.34674134655,21
andra.log,Jam-7,0.448230369607,2,4.34674134655,5
andra.log,Jam-8,0.448230369607,2,4.34674134655,1
andra.log,Jam-9,0.448230369607,2,4.34674134655,21
andra.log,Jam-10,0.448230369607,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,4.34674134655,4
andra.log,Jam-2,0.387244932531,2,4.34674134655,3
andra.log,Jam-3,0.387244932531,2,4.34674134655,21
andra.log,Jam-4,0.387244932531,2,4.34674134655,2
andra.log,Jam-5,0.387244932531,2,4.34674134655,1
andra.log,Jam-6,0.387244932531,2,4.34674134655,5
andra.log,Jam-7,0.387244932531,2,4.34674134655,5
andra.log,Jam-8,0.387244932531,2,4.34674134655,4
andra.log,Jam-9,0.387244932531,2,4.34674134655,3
andra.log,Jam-10,0.387244932531,2,4.34674134655,21
andra.log,Jam-1,0.0935315581988,2,4.34674134655,15
andra.log,Jam-2,0.0935315581988,2,4.34674134655,3
andra.log,Jam-3,0.0935315581988,2,4.34674134655,21
andra.log,Jam-4,0.0935315581988,2,4.34674134655,5
andra.log,Jam-5,0.0935315581988,2,4.34674134655,12
andra.log,Jam-6,0.0935315581988,2,4.34674134655,4
andra.log,Jam-7,0.0935315581988,2,4.34674134655,10
andra.log,Jam-8,0.0935315581988,2,4.34674134655,2
andra.log,Jam-9,0.0935315581988,2,4.34674134655,18
andra.log,Jam-10,0.0935315581988,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,4.34674134655,1
andra.log,Jam-2,0.387244932531,2,4.34674134655,8
andra.log,Jam-3,0.387244932531,2,4.34674134655,21
andra.log,Jam-4,0.387244932531,2,4.34674134655,4
andra.log,Jam-5,0.387244932531,2,4.34674134655,3
andra.log,Jam-6,0.387244932531,2,4.34674134655,14
andra.log,Jam-7,0.387244932531,2,4.34674134655,3
andra.log,Jam-8,0.387244932531,2,4.34674134655,9
andra.log,Jam-9,0.387244932531,2,4.34674134655,2
andra.log,Jam-10,0.387244932531,2,4.34674134655,21
andra.log,Jam-1,0.451552437826,2,4.34674134655,11
andra.log,Jam-2,0.451552437826,2,4.34674134655,3
andra.log,Jam-3,0.451552437826,2,4.34674134655,21
andra.log,Jam-4,0.451552437826,2,4.34674134655,4
andra.log,Jam-5,0.451552437826,2,4.34674134655,21
andra.log,Jam-6,0.451552437826,2,4.34674134655,10
andra.log,Jam-7,0.451552437826,2,4.34674134655,14
andra.log,Jam-8,0.451552437826,2,4.34674134655,3
andra.log,Jam-9,0.451552437826,2,4.34674134655,11
andra.log,Jam-10,0.451552437826,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,4.34674134655,4
andra.log,Jam-2,0.387244932531,2,4.34674134655,21
andra.log,Jam-3,0.387244932531,2,4.34674134655,21
andra.log,Jam-4,0.387244932531,2,4.34674134655,13
andra.log,Jam-5,0.387244932531,2,4.34674134655,14
andra.log,Jam-6,0.387244932531,2,4.34674134655,21
andra.log,Jam-7,0.387244932531,2,4.34674134655,19
andra.log,Jam-8,0.387244932531,2,4.34674134655,16
andra.log,Jam-9,0.387244932531,2,4.34674134655,1
andra.log,Jam-10,0.387244932531,2,4.34674134655,21
andra.log,Jam-1,0.0421650133394,2,4.34674134655,21
andra.log,Jam-2,0.0421650133394,2,4.34674134655,15
andra.log,Jam-3,0.0421650133394,2,4.34674134655,21
andra.log,Jam-4,0.0421650133394,2,4.34674134655,4
andra.log,Jam-5,0.0421650133394,2,4.34674134655,2
andra.log,Jam-6,0.0421650133394,2,4.34674134655,21
andra.log,Jam-7,0.0421650133394,2,4.34674134655,11
andra.log,Jam-8,0.0421650133394,2,4.34674134655,1
andra.log,Jam-9,0.0421650133394,2,4.34674134655,1
andra.log,Jam-10,0.0421650133394,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,4.34674134655,12
andra.log,Jam-2,0.387244932531,2,4.34674134655,14
andra.log,Jam-3,0.387244932531,2,4.34674134655,21
andra.log,Jam-4,0.387244932531,2,4.34674134655,2
andra.log,Jam-5,0.387244932531,2,4.34674134655,11
andra.log,Jam-6,0.387244932531,2,4.34674134655,14
andra.log,Jam-7,0.387244932531,2,4.34674134655,17
andra.log,Jam-8,0.387244932531,2,4.34674134655,8
andra.log,Jam-9,0.387244932531,2,4.34674134655,21
andra.log,Jam-10,0.387244932531,2,4.34674134655,21
andra.log,Jam-1,0.382882249956,2,4.34674134655,4
andra.log,Jam-2,0.382882249956,2,4.34674134655,10
andra.log,Jam-3,0.382882249956,2,4.34674134655,21
andra.log,Jam-4,0.382882249956,2,4.34674134655,14
andra.log,Jam-5,0.382882249956,2,4.34674134655,21
andra.log,Jam-6,0.382882249956,2,4.34674134655,10
andra.log,Jam-7,0.382882249956,2,4.34674134655,6
andra.log,Jam-8,0.382882249956,2,4.34674134655,5
andra.log,Jam-9,0.382882249956,2,4.34674134655,3
andra.log,Jam-10,0.382882249956,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,4.34674134655,5
andra.log,Jam-2,0.387244932531,2,4.34674134655,2
andra.log,Jam-3,0.387244932531,2,4.34674134655,21
andra.log,Jam-4,0.387244932531,2,4.34674134655,11
andra.log,Jam-5,0.387244932531,2,4.34674134655,16
andra.log,Jam-6,0.387244932531,2,4.34674134655,4
andra.log,Jam-7,0.387244932531,2,4.34674134655,14
andra.log,Jam-8,0.387244932531,2,4.34674134655,7
andra.log,Jam-9,0.387244932531,2,4.34674134655,3
andra.log,Jam-10,0.387244932531,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,12.7529573606,1
andra.log,Jam-2,0.387244932531,2,12.7529573606,1
andra.log,Jam-3,0.387244932531,2,12.7529573606,21
andra.log,Jam-4,0.387244932531,2,12.7529573606,12
andra.log,Jam-5,0.387244932531,2,12.7529573606,19
andra.log,Jam-6,0.387244932531,2,12.7529573606,15
andra.log,Jam-7,0.387244932531,2,12.7529573606,2
andra.log,Jam-8,0.387244932531,2,12.7529573606,2
andra.log,Jam-9,0.387244932531,2,12.7529573606,11
andra.log,Jam-10,0.387244932531,2,12.7529573606,21
andra.log,Jam-1,0.378428074724,2,4.34674134655,2
andra.log,Jam-2,0.378428074724,2,4.34674134655,7
andra.log,Jam-3,0.378428074724,2,4.34674134655,21
andra.log,Jam-4,0.378428074724,2,4.34674134655,5
andra.log,Jam-5,0.378428074724,2,4.34674134655,21
andra.log,Jam-6,0.378428074724,2,4.34674134655,21
andra.log,Jam-7,0.378428074724,2,4.34674134655,5
andra.log,Jam-8,0.378428074724,2,4.34674134655,3
andra.log,Jam-9,0.378428074724,2,4.34674134655,9
andra.log,Jam-10,0.378428074724,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,1,4.34674134655,1
andra.log,Jam-2,0.387244932531,1,4.34674134655,5
andra.log,Jam-3,0.387244932531,1,4.34674134655,21
andra.log,Jam-4,0.387244932531,1,4.34674134655,6
andra.log,Jam-5,0.387244932531,1,4.34674134655,12
andra.log,Jam-6,0.387244932531,1,4.34674134655,11
andra.log,Jam-7,0.387244932531,1,4.34674134655,3
andra.log,Jam-8,0.387244932531,1,4.34674134655,3
andra.log,Jam-9,0.387244932531,1,4.34674134655,20
andra.log,Jam-10,0.387244932531,1,4.34674134655,21
andra.log,Jam-1,0.107820237749,2,4.34674134655,3
andra.log,Jam-2,0.107820237749,2,4.34674134655,4
andra.log,Jam-3,0.107820237749,2,4.34674134655,21
andra.log,Jam-4,0.107820237749,2,4.34674134655,4
andra.log,Jam-5,0.107820237749,2,4.34674134655,1
andra.log,Jam-6,0.107820237749,2,4.34674134655,21
andra.log,Jam-7,0.107820237749,2,4.34674134655,6
andra.log,Jam-8,0.107820237749,2,4.34674134655,6
andra.log,Jam-9,0.107820237749,2,4.34674134655,21
andra.log,Jam-10,0.107820237749,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,4.34674134655,4
andra.log,Jam-2,0.387244932531,2,4.34674134655,1
andra.log,Jam-3,0.387244932531,2,4.34674134655,21
andra.log,Jam-4,0.387244932531,2,4.34674134655,12
andra.log,Jam-5,0.387244932531,2,4.34674134655,12
andra.log,Jam-6,0.387244932531,2,4.34674134655,6
andra.log,Jam-7,0.387244932531,2,4.34674134655,7
andra.log,Jam-8,0.387244932531,2,4.34674134655,6
andra.log,Jam-9,0.387244932531,2,4.34674134655,16
andra.log,Jam-10,0.387244932531,2,4.34674134655,21
andra.log,Jam-1,0.569721673978,2,4.34674134655,8
andra.log,Jam-2,0.569721673978,2,4.34674134655,9
andra.log,Jam-3,0.569721673978,2,4.34674134655,21
andra.log,Jam-4,0.569721673978,2,4.34674134655,3
andra.log,Jam-5,0.569721673978,2,4.34674134655,2
andra.log,Jam-6,0.569721673978,2,4.34674134655,21
andra.log,Jam-7,0.569721673978,2,4.34674134655,8
andra.log,Jam-8,0.569721673978,2,4.34674134655,6
andra.log,Jam-9,0.569721673978,2,4.34674134655,12
andra.log,Jam-10,0.569721673978,2,4.34674134655,21
andra.log,Jam-1,0.387244932531,2,14.8444927538,1
andra.log,Jam-2,0.387244932531,2,14.8444927538,4
andra.log,Jam-3,0.387244932531,2,14.8444927538,21
andra.log,Jam-4,0.387244932531,2,14.8444927538,1
andra.log,Jam-5,0.387244932531,2,14.8444927538,10
andra.log,Jam-6,0.387244932531,2,14.8444927538,21
andra.log,Jam-7,0.387244932531,2,14.8444927538,1
andra.log,Jam-8,0.387244932531,2,14.8444927538,10
andra.log,Jam-9,0.387244932531,2,14.8444927538,10
andra.log,Jam-10,0.387244932531,2,14.8444927538,21
andra.log,Jam-1,0.376332357931,2,4.34674134655,6
andra.log,Jam-2,0.376332357931,2,4.34674134655,18
andra.log,Jam-3,0.376332357931,2,4.34674134655,21
andra.log,Jam-4,0.376332357931,2,4.34674134655,9
andra.log,Jam-5,0.376332357931,2,4.34674134655,2
andra.log,Jam-6,0.376332357931,2,4.34674134655,21
andra.log,Jam-7,0.376332357931,2,4.34674134655,4
andra.log,Jam-8,0.376332357931,2,4.34674134655,5
andra.log,Jam-9,0.376332357931,2,4.34674134655,6
andra.log,Jam-10,0.376332357931,2,4.34674134655,21
andra.log,Jam-1,0.287129923299,2,4.34674134655,11
andra.log,Jam-2,0.287129923299,2,4.34674134655,10
andra.log,Jam-3,0.287129923299,2,4.34674134655,21
andra.log,Jam-4,0.287129923299,2,4.34674134655,10
andra.log,Jam-5,0.287129923299,2,4.34674134655,14
andra.log,Jam-6,0.287129923299,2,4.34674134655,21
andra.log,Jam-7,0.287129923299,2,4.34674134655,14
andra.log,Jam-8,0.287129923299,2,4.34674134655,4
andra.log,Jam-9,0.287129923299,2,4.34674134655,9
andra.log,Jam-10,0.287129923299,2,4.34674134655,21
andra.log,Jam-1,0.4545864847,2,4.34674134655,13
andra.log,Jam-2,0.4545864847,2,4.34674134655,3
andra.log,Jam-3,0.4545864847,2,4.34674134655,21
andra.log,Jam-4,0.4545864847,2,4.34674134655,19
andra.log,Jam-5,0.4545864847,2,4.34674134655,6
andra.log,Jam-6,0.4545864847,2,4.34674134655,21
andra.log,Jam-7,0.4545864847,2,4.34674134655,9
andra.log,Jam-8,0.4545864847,2,4.34674134655,5
andra.log,Jam-9,0.4545864847,2,4.34674134655,2
