ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,difficulty,8
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,experienced,8
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,experienced_game,2
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,strategy,I just kept moving the puzzle pieces around until I found the solution.
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,difficulty,7
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,experienced,4
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,experienced_game,2
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,strategy,		I just looked at it and pushed the blocks around til it worked.	There was no strategy.
