subject,assignment, instance, optimal_length, human_length, complete, start_time, end_time, rt,nodes_expanded, skipped, trial_number
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3217,11,1,False,1.51755420984e+12,1.51755420984e+12,0.0,999,False,3
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3217,11,1,False,1.51755420986e+12,1.51755420986e+12,0.0,999,False,4
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3217,11,1,False,1.517554212e+12,1.517554212e+12,0.0,999,False,5
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3217,11,1,False,1.51755421247e+12,1.51755421247e+12,0.0,999,False,6
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3217,11,2,False,1.51755421388e+12,1.51755423828e+12,24402.0,999,False,7
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3217,11,22,False,1.51755474472e+12,1.51755477928e+12,34557.0,999,True,8
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb13171,7,7,True,1.51755478826e+12,1.51755479508e+12,6825.0,999,False,0
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb38725,14,18,True,1.51755495375e+12,1.51755497098e+12,17225.0,999,False,0
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb8786,7,1,False,1.51755498215e+12,1.51755498215e+12,0.0,999,False,0
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb8786,7,3,False,1.51755498217e+12,1.51755498707e+12,4903.0,999,False,1
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb8786,7,10,True,1.51755499035e+12,1.51755499719e+12,6832.0,999,False,2
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb42959,11,1,False,1.51755501202e+12,1.51755501202e+12,0.0,999,False,0
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb42959,11,2,False,1.51755501204e+12,1.51755501559e+12,3547.0,999,False,1
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb42959,11,1,False,1.51755501750e+12,1.51755501750e+12,0.0,999,False,2
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb42959,11,25,True,1.51755501775e+12,1.51755504723e+12,29472.0,999,False,3
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb54506,16,35,False,1.51755510393e+12,1.51755515161e+12,47675.0,999,True,0
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb58853,16,47,False,1.51755522124e+12,1.51755533796e+12,116725.0,999,True,0
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,1,False,1.51755544895e+12,1.51755544895e+12,0.0,999,False,0
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,1,False,1.51755544897e+12,1.51755544897e+12,0.0,999,False,1
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,1,False,1.51755545045e+12,1.51755545045e+12,0.0,999,False,2
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,1,False,1.51755545047e+12,1.51755545047e+12,0.0,999,False,3
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,4,False,1.51755545269e+12,1.51755546419e+12,11495.0,999,False,4
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,45,False,1.51755547108e+12,1.51755554872e+12,77639.0,999,False,5
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,1,False,1.51755560253e+12,1.51755560253e+12,0.0,999,False,6
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,1,False,1.51755560256e+12,1.51755560256e+12,0.0,999,False,7
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,3,False,1.51755560458e+12,1.5175556497e+12,45120.0,999,False,8
A1AKX1C8GCVCTP,3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,prb3203,14,25,True,1.51755565482e+12,1.51755569336e+12,38544.0,999,False,9
